Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Dylan M.,5,5/29/2021,"Oh me oh my. What an experience. If you're looking for good Texas BBQ, Terry Blacks is the way to go. This was by far the biggest, most savory piece of meat I have ever consumed. The prices may shock you, but trust me, it's worth it. For $28 a pound, I went with the beef rib. Yup just one beef rib. It's so big it acts as a whole cut on its own, and deserves a rack of 12 separate ribs. Wasn't expecting this kind of style of a dining experience, but it suits the restaurant the best. You may face a long line, but it moves fast and without many issues. The ordering process is simple and we were in and out within 8 minutes. Plenty of seating indoors and outdoors even on a packed day, so don't let the crowds fool you.I do wish the sides were a bit cheaper. Don't see why they have to price gauge a pint of mac and cheese and potato salad for $6.50 when any high end BBQ joint will charge you a normal amount of $2.50 for the same serving. You're already paying a lot as it is for the meat, so a side or two isn't going to break the bank anyway. Overall, I really enjoyed the meal here. A delicious slab of meat that'll put you in a food coma for hours. My recommendation is to hop on a bird scooter and enjoy the afterwards. That's what we did and it was the perfect remedy!","Los Angeles, CA",8,140,154,"[40.0, 62.0, 31.0, 5.0, 2.0]",May-19,85,19,46,"['Elite 2021', '’20']"
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Patricia N.,5,4/14/2021,"Absolutely delicious bbq. Hubby and I were driving through Austin on one of our road trips and we knew we had to get some Texas-style bbq. We were able to do an online preorder the previous day, and were lucky enough that they weren't super busy so that we were able to enjoy the bbq fresh on one of their picnic tables outside. Might be easier to do a bullet point for what we ordered and what we thought, so here goes!Meats:Beef ribs - These things are ginormous. You'll end up paying around $40.00 for one rib, but honestly this one rib is a full meal for one or can be shared by up to 3 people and will be enough meat for everyone to appreciate it. It was tender, super juicy, and just so satisfying. Pork ribs - Literally fell off the bone when I bit into it. The dry rub was fantastic. Honestly, you wouldn't need to add any bbq sauce because it's packed with flavor and juicy. Excellent choice. Cheese and jalapeño sausage - This is like a little treat. You can taste the spices used in the sausage, you get small chunks of gooey cheese, and the jalapeños added a nice subtle heat. Chopped brisket - Tasty, but my least favorite of the meat choices we ordered. It felt a little dry, and I wasn't sure if they doused it in their bbq like it was described on their menu. I ended up having to add more sauce. Maybe they used a leaner part of the brisket for this, so might be a good option if you're trying to watch your intake (but honestly if you're going to a bbq pit while on a strict diet, you're missing out - everything in moderation is ok!).Sliced brisket - Wow. The pièce de résistance of the entire meal. Best brisket ever. Tender, juicy, flavorful. The balance of lean meat and fat. I now wish I had ordered 5 pounds of this to take home, or even ordered one of their chilled whole briskets. This is the brisket of dreams. No joke, you have to try it. Sides:Cornbread - Great cornbread. It was moist, it had a nice nutty flavor to it. It's a nice sweet bite in between all the savory of the bbq. Coleslaw - I typically don't like coleslaw, but they do theirs well. Nice, chunky and crispy cabbage. The dressing wasn't too thick or too fatty. It's a nice refreshing bite to balance out all the fatty goodness from the bbq. We ordered a half pound of everything (that's the minimum allowed with their online ordering, not sure if you can order less in person), and one beef rib for two people. Definitely more than we could finish. What we ordered would be good for probably up to four adults and everybody would've been full. I can't wait to return to Austin so I can visit again!","Jacksonville, FL",413,358,652,"[84.0, 157.0, 78.0, 29.0, 10.0]",Sep-09,975,265,616,"['Elite 2021', '’20', '’19', '’18', '’17', '’16', '’15', '’14']"
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Kirstin N.,5,4/15/2021,"We came here twice on our trip because the meat was awesome and they have a great selection of sides.We enjoyed the cornbread (wish they had honey for it), potato salad, and creamed corn. The green beans were better on our first trip than second, the Mac n cheese is rich and noodles slightly over cooked both time, but still a good flavor. Cole slaw was ok. We didn't care for the peach cobbler, but kids loved the banana pudding and the pecan pie was pretty good. Now on to the meat, really flavorful pork ribs and brisket, definitely ask for the moist burnt ends, to die for. Their BBQ sauce is good, not amazing, but it does the job since the meat is so flavorful. Loved sitting on the outside patio, nice cool spring days and was a great atmosphere for eating BBQ.","Salt Lake City, UT",29,78,204,"[62.0, 8.0, 4.0, 3.0, 1.0]",Apr-11,59,9,22,"['Elite 2021', '’20', '’19', '’18', '’17']"
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Kimberly C.,5,06/01/2021,"INCREDIBLE. It was my first time trying real Texas BBQ during my vacation here and I left completely satisfied. My group of 5 came around 6:30pm on Memorial Day and waited about 30-45 min in line. The line may look long from the outside, but the restaurant staff is extremely efficient so it goes by pretty fast.We ordered the following:2 lbs Beef Ribs1 lb Sliced Brisket1 pint Mac n Cheese1 pint Potato Salad1 pint Creamed Corn1 pint Banana Pudding1 pint Peach CobblerPecan PieComplimentary Pickles, Bread, and OnionsSweet teaUnsweetened tea Our favorite items were the Beef Ribs, Mac n Cheese, and Banana Pudding. I'd highly recommend those. The Beef Ribs were the crowd fav of our group and the main reason we'd all come back. It was extremely tender, smoky, and the meat fell off the bone easily. The Mac n Cheese was super cheesy and delicious. Banana Pudding was really flavorful and light. We liked it more than the Peach Cobbler since we felt that the peach cobbler was missing vanilla ice cream. They ran out of Pork Ribs and cornbread by the time we got to the front of the line which was a bit of a bummer. Come early and before peak dinner time so the popular items don't sell out. For drinks, we ordered two cups of unsweetened and sweet tea. They offered unlimited refills. Both teas were great, but I preferred mixing both to balance the sweetness level.The next time I'm in Austin or Dallas, I'll absolutely be back here. It was a perfect last supper meal to end my weekend trip. I'd recommend this to anyone who's looking to try delicious BBQ.","Irvine, CA",377,15,119,"[9.0, 5.0, 1.0, 0.0, 0.0]",Feb-15,16,0,15,['never']
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Steve K.,2,06/03/2021,"Lesson learned... don't pay for the bone. Or the sides for that matter. We ordered one ... one beef rib and it cost $51.57.  The bone and fat exceeded the weight of the meat. The side dishes were mediocre. Not a spectacular lunch for more than $100. The place is busy, but more marketing to tourists than food quality. Seems like plenty of other bbq to be tried to come back.","San Mateo, CA",0,123,14,"[56.0, 10.0, 1.0, 9.0, 47.0]",Mar-07,148,34,23,['never']
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Don R.,4,5/31/2021,"Worth the hype and the wait! We were in the area and was recommended to check this spot out. After seeing the line, I was wondering if it was ""worth the wait"". The line, despite long, actually moved relatively quick.The BBQ was absolutely PERFECT! I got brisket & ribs. The brisket was smoked perfectly, seasoned well & just melts in your mouth! The ribs were extra tender, slid right off the bone and seasoned to perfection. All of it was complemented perfectly by their BBQ sauce.The only reason I can't give it 5 stars is because the sides were lacking. The Mac & cheese was actually good but the potato salad was flavorless and truthfully, I was hoping they had some signature BBQ baked beans as a side but they instead had pinto beans which I didn't try but they didn't really look inviting. If they make their sides match their FIRE BBQ, instant 5 stars, no question. But I still recommend this spot for their BBQ!","Willis, TX",75,352,519,"[104.0, 138.0, 49.0, 28.0, 33.0]",Nov-13,755,238,303,"['Elite 2021', '’20', '’19', '’18', '’17', '’16', '’15']"
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Carlie C.,5,5/30/2021,"So glad my friend recommended Terry Black's because it was bomb!! We came on a Thursday night around 6 pm and were lucky to only wait 5 min or so! We drove by a couple other times on the weekend and the line wrapped around the building! So go on a weeknight if you don't want to wait.It was cafeteria style, and you first pick out your sides. We basically tried everything: green beans, creamed corn, cornbread, potato salad, mac and cheese, and banana pudding. The pecan pie looked good too but that would've been even more over the top. My favorite sides were the creamed corn and potato salad. My boyfriends were the creamed corn and Mac and cheese. I thought the Mac and cheese sauce was a bit gluey, but I think that's because it was American cheese  we also got some sweet tea. The corn bread and green beans were decent though not rave worthy. Just glad I could get some green veggies in.For meat, we tried the beef rib, 1/2 brisket, and jalapeño sausage. I liked the beef and thought the sausage was decent, though it wasn't my fave. Beef was fall off the bone tender, perfectly seasoned IMO, and beautifully smokey. The beef rib was a bit expensive (around $30 I think) and our total for the evening came out to about $80. Probably could've done without the sausage and with just 1/4 lb of brisket (and probably could've finished our food that way too.) bu I would definitely come back in the future and recommend to others on a trip to Austin!It was also cool to talk to the guys working the pits at the side of the restaurant. I think they said it takes 48 hours from start to finish for the brisket. Lots of time put into it!","Moraga, CA",390,152,199,"[87.0, 51.0, 14.0, 0.0, 0.0]",Jun-15,84,30,58,"['Elite 2021', '’20', '’19', '’18']"
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Billy Y.,5,5/16/2021,"True authentic Texas BBQ at it's finest. Overpriced? Maybe but you're paying for the quality and reputation. This must be quite the tourist destination as well as local spot. We got there only 15 minutes after they opened and there was already a long line out the door. The line did move smoothly though and we ended up waiting around 20 minutes before we got to order. It's cafeteria style ordering so you order all the sides and meats, load them up on your tray, and then pay. As mentioned, the price is higher than what I'm used to in NC where I live. The sides were about 3 bucks a piece for the small sizes we got. We got sides of mac & cheese, green beans, potato salad, sweet corn, banana pudding, and cornbread. A half pound of sliced beef brisket which equates to only 2 slices costs 13 bucks. The piece of pork rib and the cheese jalepeno sausage each cost around 10 bucks. The total for our tray cost a total of 50 bucks. I would say an equivalent of this amount of stuff in NC would probably be around half the price. Oh well, when Texas you gotta try it out.The price may have not been ideal but the taste of the food was absolutely phenomenal. They ain't kidding around. The smokiness in the meats adds so much depth of flavor and can be tasted with each bite. The brisket was nice and fatty - just superb. The pork rib was fall off the bone and the cheese jalepeno sausage - best darn sausage I've ever had. The sides were just as good. Green beans were stir fried with some butter & garlic and rich with flavor. Mac & cheese was creamy. Sweet corn was not from your typical can and cooked with some kind of cream sauce - also the best sweet corn I've tasted. Potato salad had rosemary and other herbs - outstanding. Banana pudding was decadent and cornbread tasted good. All of the food just downright delivered and left us satisfied. They also allow customers to visit their smokehouse to understand the cooking process if interested and to answer any questions you have. We visited after our meal and it was very educational. Apparently, they're constantly cooking/smoking the meats 24 x 7. They have an overnight crew that continues to tend to the meats after the restaurant closes. So a lot of love and dedication goes to the food here. Overall, this place is one of the joints that pop up when you Google for good bbq in Austin and there's a good reason why. The taste of everything is truly awesome if you can get past the high prices. I'd recommend giving this place a visit at least once if you're visiting in town if you want some good Texas BBQ.","Cary, NC",21,108,303,"[42.0, 36.0, 19.0, 7.0, 4.0]",Jan-12,202,48,97,"['Elite 2021', '’20', '’19']"
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Christi S.,4,5/31/2021,"Wonderful BBQ to try if you're driving through Austin. Although I wasn't a huge fan of their brisket (it was a bit dry), their regular sausage was delicious. They offer different flavored BBQ sauce- my personal favorite was spicy BBQ. It paired well with the meats. Their Mac & cheese was pretty tasty but potato salad is mediocre. There was plenty of seating indoor and outdoor and parking isn't too bad. I wish we tried their beef rib but another time. It's cafeteria style but the line moves pretty quickly. Service was excellent.","San Antonio, TX",317,269,264,"[116.0, 117.0, 31.0, 5.0, 0.0]",Apr-17,139,21,82,"['Elite 2021', '’20', '’19']"
Terry Black’s Barbecue,https://www.yelp.com/biz/terry-blacks-barbecue-austin,4.5,$$,4780,3758,Unclaimed,"['Barbeque', 'Sandwiches', 'Southern']",10,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Nancy L.,5,05/09/2021,"All the raves and reviews can't be wrong, right? Yea, we didn't think so, so we made sure to stop here during our long roadtrip. When we arrived, the long line wrapped around the building, right in front of the smokers, and it was a 45 minute wait from there. Yes, it was true what others have mentioned, they are very friendly! Ordered brisket and a beef rib, then we got a bonus pork rib. The fact that it's all smoked for so many hours, means that it's all very flavorful! The flavor was delicious, but the salt was a bit overpowering- but to each their own, different pallets interpret salt differently. Nevertheless, just make sure to combine the meats with some of their sides and it will be perfect.The sweet cream corn is VERY sweet, almost feels like it should be a dessert! Added a bite of corn bread to a bit of creamy corn and it combined nicely- made my own dessert option. Good stop option to add to the list of ""must-try"" while in this bbq nation.","Murrieta, CA",94,93,563,"[61.0, 15.0, 8.0, 3.0, 6.0]",Feb-12,163,37,101,"['Elite 2021', '’20', '’19']"
